question,sentence,label,prompt_ent,prompt_con,predict
Is there evidence of new infiltrate?,"A vague opacity in the right apex is demonstrated projecting  at the level of the anterior end of the second rib and may represent either  summation of shadows or new opacity, given the absence of this finding on the  previous radiograph.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'A vague opacity in the right apex is demonstrated projecting  at the level of the anterior end of the second rib and may represent either  summation of shadows or new opacity, given the absence of this finding on the  previous radiograph.'\nQuestion: 'Is there evidence of new infiltrate?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'A vague opacity in the right apex is demonstrated projecting  at the level of the anterior end of the second rib and may represent either  summation of shadows or new opacity, given the absence of this finding on the  previous radiograph.'\nQuestion: 'Is there evidence of new infiltrate?'""}]",Entailment
Is there evidence of acid reflux?,"There is no oropharyngeal residue or aspiration with nectar, pudding or cookie  consistencies.",not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'There is no oropharyngeal residue or aspiration with nectar, pudding or cookie  consistencies.'\nQuestion: 'Is there evidence of acid reflux?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'There is no oropharyngeal residue or aspiration with nectar, pudding or cookie  consistencies.'\nQuestion: 'Is there evidence of acid reflux?'""}]",Not entailment
Is there a cause for worsening in dyspnea?,The lung volumes are  low.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The lung volumes are  low.'\nQuestion: 'Is there a cause for worsening in dyspnea?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The lung volumes are  low.'\nQuestion: 'Is there a cause for worsening in dyspnea?'""}]",Not entailment
Is there any obstruction in superior mesenteric artery?,"IMPRESSION:  Patent celiac and SMA, there is no ultrasound evidence of  stenosis.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'IMPRESSION:  Patent celiac and SMA, there is no ultrasound evidence of  stenosis.'\nQuestion: 'Is there any obstruction in superior mesenteric artery?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'IMPRESSION:  Patent celiac and SMA, there is no ultrasound evidence of  stenosis.'\nQuestion: 'Is there any obstruction in superior mesenteric artery?'""}]",Not entailment
Did the pnuemonia on the x-ray change in the interim? ,These are not significantly changed.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'These are not significantly changed.'\nQuestion: 'Did the pnuemonia on the x-ray change in the interim? '""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'These are not significantly changed.'\nQuestion: 'Did the pnuemonia on the x-ray change in the interim? '""}]",Not entailment
Is there evidence of bleeding in GI?,There is atelectasis primarily involving the  bases as well as scarring of the right middle lobe.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'There is atelectasis primarily involving the  bases as well as scarring of the right middle lobe.'\nQuestion: 'Is there evidence of bleeding in GI?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'There is atelectasis primarily involving the  bases as well as scarring of the right middle lobe.'\nQuestion: 'Is there evidence of bleeding in GI?'""}]",Not entailment
How are the sinuses on CT scan?,The orbits and orbital cones are within normal limits.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The orbits and orbital cones are within normal limits.'\nQuestion: 'How are the sinuses on CT scan?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The orbits and orbital cones are within normal limits.'\nQuestion: 'How are the sinuses on CT scan?'""}]",Not entailment
Are there any abnormalities in the lungs?,IMPRESSION: Assuming that the patient's symptoms have developed acutely (given  the lack of a prior study) this most likely represents pulmonary edema versus  ARDS.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'IMPRESSION: Assuming that the patient's symptoms have developed acutely (given  the lack of a prior study) this most likely represents pulmonary edema versus  ARDS.'\nQuestion: 'Are there any abnormalities in the lungs?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'IMPRESSION: Assuming that the patient's symptoms have developed acutely (given  the lack of a prior study) this most likely represents pulmonary edema versus  ARDS.'\nQuestion: 'Are there any abnormalities in the lungs?'""}]",Entailment
Are there signs of pneumonia?,"As compared to the previous study, alveolar opacities adjacent to the  perihilar mass have resolved.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'As compared to the previous study, alveolar opacities adjacent to the  perihilar mass have resolved.'\nQuestion: 'Are there signs of pneumonia?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'As compared to the previous study, alveolar opacities adjacent to the  perihilar mass have resolved.'\nQuestion: 'Are there signs of pneumonia?'""}]",Not entailment
Is there any evidence of bleeding?,FINDINGS:  There is no intracranial hemorrhage.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'FINDINGS:  There is no intracranial hemorrhage.'\nQuestion: 'Is there any evidence of bleeding?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'FINDINGS:  There is no intracranial hemorrhage.'\nQuestion: 'Is there any evidence of bleeding?'""}]",Not entailment
Is there evidence of stenotic disease?,"The celiac and SMA are widely patent, Doppler  assessment shows normal spectral flow and velocities within normal limits.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The celiac and SMA are widely patent, Doppler  assessment shows normal spectral flow and velocities within normal limits.'\nQuestion: 'Is there evidence of stenotic disease?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The celiac and SMA are widely patent, Doppler  assessment shows normal spectral flow and velocities within normal limits.'\nQuestion: 'Is there evidence of stenotic disease?'""}]",Not entailment
Was there any sign of pneumonia?,"Continued interstitial  and alveolar infiltrates, consistent with PCP.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'Continued interstitial  and alveolar infiltrates, consistent with PCP.'\nQuestion: 'Was there any sign of pneumonia?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'Continued interstitial  and alveolar infiltrates, consistent with PCP.'\nQuestion: 'Was there any sign of pneumonia?'""}]",Entailment
Is the central venous line in the location it was aimed at?,"FINAL REPORT  CHEST RADIOGRAPH:   INDICATION:  New central venous access line, trauma, evaluation for  pneumothorax.",not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'FINAL REPORT  CHEST RADIOGRAPH:   INDICATION:  New central venous access line, trauma, evaluation for  pneumothorax.'\nQuestion: 'Is the central venous line in the location it was aimed at?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'FINAL REPORT  CHEST RADIOGRAPH:   INDICATION:  New central venous access line, trauma, evaluation for  pneumothorax.'\nQuestion: 'Is the central venous line in the location it was aimed at?'""}]",Not entailment
Is there evidence of pneumonia?,No pneumothorax is seen.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'No pneumothorax is seen.'\nQuestion: 'Is there evidence of pneumonia?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'No pneumothorax is seen.'\nQuestion: 'Is there evidence of pneumonia?'""}]",Not entailment
Is there any sign of fracture?,There is  no evidence of free intra-abdominal air.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'There is  no evidence of free intra-abdominal air.'\nQuestion: 'Is there any sign of fracture?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'There is  no evidence of free intra-abdominal air.'\nQuestion: 'Is there any sign of fracture?'""}]",Not entailment
Is there any evidence of fracture?,FINDINGS:  There is a linear lucency within the distal portion of the left  fourth middle phalanx extending to the intra-articular surface consistent with  acute fracture.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'FINDINGS:  There is a linear lucency within the distal portion of the left  fourth middle phalanx extending to the intra-articular surface consistent with  acute fracture.'\nQuestion: 'Is there any evidence of fracture?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'FINDINGS:  There is a linear lucency within the distal portion of the left  fourth middle phalanx extending to the intra-articular surface consistent with  acute fracture.'\nQuestion: 'Is there any evidence of fracture?'""}]",Entailment
Is there interval change in pneumonia?,"2) Diffuse bilateral ground glass and alveolar opacities, consistent with  pneumocystis pneumonia, and unchanged.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: '2) Diffuse bilateral ground glass and alveolar opacities, consistent with  pneumocystis pneumonia, and unchanged.'\nQuestion: 'Is there interval change in pneumonia?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: '2) Diffuse bilateral ground glass and alveolar opacities, consistent with  pneumocystis pneumonia, and unchanged.'\nQuestion: 'Is there interval change in pneumonia?'""}]",Not entailment
Do we see any blood clots in the veins of right and left upper extremities?,"The  reminder of the left cephalic vein was patent, demonstrated flow and diameters  of 0.39, 0.33, 0.23, 0.29, 0.35, 0.36, and 0.28.",not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The  reminder of the left cephalic vein was patent, demonstrated flow and diameters  of 0.39, 0.33, 0.23, 0.29, 0.35, 0.36, and 0.28.'\nQuestion: 'Do we see any blood clots in the veins of right and left upper extremities?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The  reminder of the left cephalic vein was patent, demonstrated flow and diameters  of 0.39, 0.33, 0.23, 0.29, 0.35, 0.36, and 0.28.'\nQuestion: 'Do we see any blood clots in the veins of right and left upper extremities?'""}]",Not entailment
IS there worsening pneumonia? ,The  overall appearances are unchanged since the prior examination.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The  overall appearances are unchanged since the prior examination.'\nQuestion: 'IS there worsening pneumonia? '""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The  overall appearances are unchanged since the prior examination.'\nQuestion: 'IS there worsening pneumonia? '""}]",Not entailment
Where is the endotracheal tube tip placed?,NG tube is coiled in the fundus with distal tip directed cephalad.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'NG tube is coiled in the fundus with distal tip directed cephalad.'\nQuestion: 'Where is the endotracheal tube tip placed?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'NG tube is coiled in the fundus with distal tip directed cephalad.'\nQuestion: 'Where is the endotracheal tube tip placed?'""}]",Not entailment
Is there any change over the interval in pneumonia?,No change in lung volumes.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'No change in lung volumes.'\nQuestion: 'Is there any change over the interval in pneumonia?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'No change in lung volumes.'\nQuestion: 'Is there any change over the interval in pneumonia?'""}]",Not entailment
Does the lung shows signs of collapse in certain lobes?,The nasogastric tube and  endotracheal tube are in satisfactory position.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The nasogastric tube and  endotracheal tube are in satisfactory position.'\nQuestion: 'Does the lung shows signs of collapse in certain lobes?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The nasogastric tube and  endotracheal tube are in satisfactory position.'\nQuestion: 'Does the lung shows signs of collapse in certain lobes?'""}]",Not entailment
Is there any evidence of bleeding in the chest cavity?,There is extensive calcification of the abdominal aorta and its tributaries.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'There is extensive calcification of the abdominal aorta and its tributaries.'\nQuestion: 'Is there any evidence of bleeding in the chest cavity?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'There is extensive calcification of the abdominal aorta and its tributaries.'\nQuestion: 'Is there any evidence of bleeding in the chest cavity?'""}]",Not entailment
Is there any abnormality in the brain parenchyma?,TECHNIQUE:  CT of the brain without intravenous contrast.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'TECHNIQUE:  CT of the brain without intravenous contrast.'\nQuestion: 'Is there any abnormality in the brain parenchyma?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'TECHNIQUE:  CT of the brain without intravenous contrast.'\nQuestion: 'Is there any abnormality in the brain parenchyma?'""}]",Not entailment
Is the lead properly placed?,There is no  pneumothorax.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'There is no  pneumothorax.'\nQuestion: 'Is the lead properly placed?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'There is no  pneumothorax.'\nQuestion: 'Is the lead properly placed?'""}]",Not entailment
Is the left subclavian central line in the desired position and location?,A new  left-sided subclavian central venous line is seen with tip in the mid superior  vena cava.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'A new  left-sided subclavian central venous line is seen with tip in the mid superior  vena cava.'\nQuestion: 'Is the left subclavian central line in the desired position and location?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'A new  left-sided subclavian central venous line is seen with tip in the mid superior  vena cava.'\nQuestion: 'Is the left subclavian central line in the desired position and location?'""}]",Entailment
